p	n	d	sd	iteration	m.sd	sd.sd
0.6742331043410656	10	0.34	0.11513571928742376	1	0.5974564403935213	0.04871680376492127
0.7214975316020783	10	0.35000000000000003	0.11513571928742376	1	0.6465134625598182	0.04785213050214122
0.7650369435731826	10	0.36000000000000004	0.11513571928742376	1	0.6930961956524008	0.046188793052981535
0.8044290874028797	10	0.37	0.11513571928742376	1	0.7366126668838974	0.04382035398412741
0.8394377669291821	10	0.38	0.11513571928742376	1	0.776612557739691	0.04087028963520204
0.870003826893027	10	0.39	0.11513571928742376	1	0.8127960636566538	0.037481628628175605
0.8962253431425085	10	0.4	0.11513571928742376	1	0.8450125507313528	0.03380588194095552
0.9183301233477377	10	0.41000000000000003	0.11513571928742376	1	0.873250236627137	0.029992405195151655
0.9366439288485482	10	0.42000000000000004	0.11513571928742376	1	0.8976187892854204	0.02617915976738997
0.9515576989609087	10	0.43	0.11513571928742376	1	0.9183271166566593	0.02248556499724298
0.9634965832441267	10	0.44	0.11513571928742376	1	0.9356587096515536	0.019007810860031275
0.9728928875536151	10	0.45	0.11513571928742376	1	0.9499467339452763	0.015816680701192923
0.9801642472388529	10	0.46	0.11513571928742376	1	0.9615507066324835	0.012957660033808983
0.9856975730411155	10	0.47000000000000003	0.11513571928742376	1	0.970836117091176	0.010452908738444441
0.989838660746364	10	0.48000000000000004	0.11513571928742376	1	0.9781578341507773	0.0083045626662773
0.99288686741678	10	0.49	0.11513571928742376	1	0.9838476496961666	0.006498803873108218
0.9950939528699845	10	0.5	0.11513571928742376	1	0.9882058908303422	0.005010182113983843
0.9966660536615797	10	0.51	0.11513571928742376	1	0.9914967172563717	0.0038057626404924263
0.9977677671612897	10	0.52	0.11513571928742376	1	0.9939465170348357	0.002848793598154038
0.9985274343893618	10	0.53	0.11513571928742376	1	0.9957447160255568	0.0021017093241109176
0.9990428799554248	10	0.54	0.11513571928742376	1	0.9970463069507098	0.0015283972049354095
0.9993870587329814	10	0.55	0.11513571928742376	1	0.9979754602144891	0.0010957450072244294
0.9996132434880589	10	0.56	0.11513571928742376	1	0.9986296762629229	7.74548124696541e-4
0.9997595472874845	10	0.5700000000000001	0.11513571928742376	1	0.9990840564446175	5.398922266617972e-4
0.9998526998856145	10	0.5800000000000001	0.11513571928742376	1	0.9993953884356361	3.711399936761221e-4
0.9999110866661147	10	0.59	0.11513571928742376	1	0.999605850888642	2.5164644896898987e-4
0.9999471151851538	10	0.6	0.11513571928742376	1	0.999746232711923	1.683118372008254e-4
0.9999690039804534	10	0.61	0.11513571928742376	1	0.9998386322777009	1.1105952584799119e-4
0.9999820979461286	10	0.62	0.11513571928742376	1	0.999898651148551	7.230341604863118e-5
0.9999898109567902	10	0.63	0.11513571928742376	1	0.9999371279742171	4.644791892239663e-5
0.9999942850876508	10	0.64	0.11513571928742376	1	0.9999614745316321	2.9445490498073168e-5
0.9999968410429395	10	0.65	0.11513571928742376	1	0.9999766812298272	1.8422778449008963e-5
0.99999827912876	10	0.66	0.11513571928742376	1	0.9999860573303437	1.1376589317165389e-5
0.9999990760759073	10	0.67	0.11513571928742376	1	0.9999917646120801	6.934650476317485e-6
0.9999995110996773	10	0.68	0.11513571928742376	1	0.9999951945382581	4.172782238522063e-6
0.9999997450157377	10	0.6900000000000001	0.11513571928742376	1	0.9999972297810689	2.4788306040831553e-6
0.9999998689222803	10	0.7000000000000001	0.11513571928742376	1	0.9999984222588625	1.4538431704386723e-6
0.9999999335830402	10	0.7100000000000001	0.11513571928742376	1	0.999999112200952	8.419102910779417e-7
0.9999999668276127	10	0.72	0.11513571928742376	1	0.9999995064112588	4.814132007831015e-7
0.9999999836683062	10	0.73	0.11513571928742376	1	0.9999997288550098	2.7183100723132376e-7
0.9999999920739171	10	0.74	0.11513571928742376	1	0.9999998528238019	1.5157662941621514e-7
0.9999999962080056	10	0.75	0.11513571928742376	1	0.999999921061868	8.347181844035014e-8
0.9999999982115875	10	0.76	0.11513571928742376	1	0.9999999581628066	4.53986301033714e-8
0.9999999991685697	10	0.77	0.11513571928742376	1	0.9999999780882488	2.438714377199185e-8
0.9999999996189322	10	0.78	0.11513571928742376	1	0.9999999886591917	1.2939343238897564e-8
0.9999999998278801	10	0.79	0.11513571928742376	1	0.9999999941994151	6.781337461450765e-9
0.9999999999233511	10	0.8	0.11513571928742376	1	0.9999999970679336	3.510619831669035e-9
0.9999999999663877	10	0.81	0.11513571928742376	1	0.9999999985352768	1.7953012812450627e-9
0.9999999999854906	10	0.8200000000000001	0.11513571928742376	1	0.9999999992768767	9.069411522558146e-10
0.9999999999938223	10	0.8300000000000001	0.11513571928742376	1	0.9999999996471788	4.5261275947489804e-10
0.9999999999974202	10	0.8400000000000001	0.11513571928742376	1	0.9999999998298725	2.231521322205332e-10
0.9999999999989434	10	0.85	0.11513571928742376	1	0.9999999999189466	1.0867647686106196e-10
0.9999999999995766	10	0.86	0.11513571928742376	1	0.9999999999618439	5.229577359426491e-11
0.9999999999998344	10	0.87	0.11513571928742376	1	0.999999999982255	2.4845337990922385e-11
0.9999999999999369	10	0.88	0.11513571928742376	1	0.9999999999918535	1.1655095884593838e-11
0.9999999999999768	10	0.89	0.11513571928742376	1	0.9999999999963088	5.397630922342893e-12
0.9999999999999918	10	0.9	0.11513571928742376	1	0.9999999999983501	2.469798963744439e-12
0.9999999999999971	10	0.91	0.11513571928742376	1	0.9999999999992742	1.1121931806677522e-12
0.9999999999999991	10	0.92	0.11513571928742376	1	0.9999999999996861	4.929326771735342e-13
0.9999999999999998	10	0.93	0.11513571928742376	1	0.9999999999998668	2.1465593951107794e-13
0.9999999999999999	10	0.9400000000000001	0.11513571928742376	1	0.9999999999999446	9.162125180181423e-14
1	10	0.9500000000000001	0.11513571928742376	1	0.9999999999999775	3.8292019703553944e-14
1	10	0.9600000000000001	0.11513571928742376	1	0.9999999999999911	1.560994453870998e-14
1	10	0.97	0.11513571928742376	1	0.9999999999999966	6.1956236586824094e-15
1	10	0.98	0.11513571928742376	1	0.9999999999999987	2.3782855704160652e-15
1	10	0.99	0.11513571928742376	1	0.9999999999999996	8.874070965674865e-16
1	10	1	0.11513571928742376	1	0.9999999999999999	3.3100455376630307e-16
9.42333467623957e-6	10	0.01	0.12522919244645375	2	9.662617249450723e-6	1.8043853981827725e-7
1.7400697758795935e-05	10	0.02	0.12522919244645375	2	1.8269977366636158e-5	6.613714206834426e-7
3.1488481678443314e-5	10	0.03	0.12522919244645375	2	3.380513752215819e-5	1.7771465555316668e-6
5.585427901122486e-5	10	0.04	0.12522919244645375	2	6.122308159683953e-5	4.149765165538645e-6
9.71356227511544e-5	10	0.05	0.12522919244645375	2	1.085488104111021e-4	8.882737618791188e-6
1.656596431176549e-4	10	0.060000000000000005	0.12522919244645375	2	1.884539781157546e-4	1.785136734904433e-5
2.771219453366891e-4	10	0.06999999999999999	0.12522919244645375	2	3.2044404066438047e-4	3.411705996126634e-5
4.548227497563895e-4	10	0.08	0.12522919244645375	2	5.337837921422728e-4	6.24896235750992e-5
7.325424535442604e-4	10	0.09	0.12522919244645375	2	8.712602195139363e-4	1.1024986541049155e-4
0.0011581008706217366	10	0.09999999999999999	0.12522919244645375	2	0.0013938182626925145	1.8802241803546113e-4
0.0017975789354137683	10	0.11	0.12522919244645375	2	0.002185999676949102	3.107540269843745e-4
0.0027400853678034576	10	0.12	0.12522919244645375	2	0.0033619648714183327	4.98706104999296e-4
0.004102824728678955	10	0.13	0.12522919244645375	2	0.005071687415722281	7.783161737293192e-4
0.006036074667284841	10	0.14	0.12522919244645375	2	0.0075066966681729295	0.0011827289101881678
0.008727523431194872	10	0.15000000000000002	0.12522919244645375	2	0.010904533527342265	0.0017517559357215517
0.012405276084401673	10	0.16	0.12522919244645375	2	0.0155509166006499	0.002531009044944233
0.017338737536298776	10	0.17	0.12522919244645375	2	0.02177853698269715	0.003569979183077182
0.023836553625102952	10	0.18000000000000002	0.12522919244645375	2	0.029961454893048668	0.004918914437039121
0.0322408669269425	10	0.19	0.12522919244645375	2	0.04050429602598989	0.006624488087032896
0.042917342157296146	10	0.2	0.12522919244645375	2	0.05382585419330629	0.008724434295848885
0.056240742527168375	10	0.21000000000000002	0.12522919244645375	2	0.07033728446813817	0.011241543001652546
0.07257627867513772	10	0.22	0.12522919244645375	2	0.09041576758755565	0.014177613414705106
0.0922574689268465	10	0.23	0.12522919244645375	2	0.11437525874675554	0.017508125929224776
0.11556178576803999	10	0.24000000000000002	0.12522919244645375	2	0.1424365950182528	0.02117846370976641
0.14268584563621034	10	0.25	0.12522919244645375	2	0.17469971034244464	0.02510246538854498
0.17372224963868566	10	0.26	0.12522919244645375	2	0.21112089288766947	0.02916390497433014
0.20864033154125006	10	0.27	0.12522919244645375	2	0.2514978478119097	0.03322118451404488
0.24727296717024638	10	0.28	0.12522919244645375	2	0.29546478112023367	0.03711512552132455
0.2893112293690814	10	0.29000000000000004	0.12522919244645375	2	0.3424988391044209	0.04067931476475475
0.3343080563274413	10	0.3	0.12522919244645375	2	0.39193812182487986	0.04375206882613563
0.38169129874866714	10	0.31	0.12522919244645375	2	0.4430102812113786	0.04618879885387628
0.4307856149923741	10	0.32	0.12522919244645375	2	0.4948695786196385	0.04787343582326483
0.4808418037828843	10	0.33	0.12522919244645375	2	0.5466393706892033	0.04872764435132292
0.5310714142458417	10	0.34	0.12522919244645375	2	0.5974564403935213	0.04871680376492127
0.580683949795026	10	0.35000000000000003	0.12522919244645375	2	0.6465134625598182	0.04785213050214122
0.6289237518117738	10	0.36000000000000004	0.12522919244645375	2	0.6930961956524008	0.046188793052981535
0.6751037358605366	10	0.37	0.12522919244645375	2	0.7366126668838974	0.04382035398412741
0.7186335382800834	10	0.38	0.12522919244645375	2	0.776612557739691	0.04087028963520204
0.759040255424974	10	0.39	0.12522919244645375	2	0.8127960636566538	0.037481628628175605
0.7959807339416071	10	0.4	0.12522919244645375	2	0.8450125507313528	0.03380588194095552
0.8292451961809562	10	0.41000000000000003	0.12522919244645375	2	0.873250236627137	0.029992405195151655
0.8587527600551736	10	0.42000000000000004	0.12522919244645375	2	0.8976187892854204	0.02617915976738997
0.8845400530126182	10	0.43	0.12522919244645375	2	0.9183271166566593	0.02248556499724298
0.9067445675226757	10	0.44	0.12522919244645375	2	0.9356587096515536	0.019007810860031275
0.925584633907252	10	0.45	0.12522919244645375	2	0.9499467339452763	0.015816680701192923
0.941337900103858	10	0.46	0.12522919244645375	2	0.9615507066324835	0.012957660033808983
0.9543200373598324	10	0.47000000000000003	0.12522919244645375	2	0.970836117091176	0.010452908738444441
0.9648650843000603	10	0.48000000000000004	0.12522919244645375	2	0.9781578341507773	0.0083045626662773
0.973308455795562	10	0.49	0.12522919244645375	2	0.9838476496961666	0.006498803873108218
0.9799732335714266	10	0.5	0.12522919244645375	2	0.9882058908303422	0.005010182113983843
0.9851599703672863	10	0.51	0.12522919244645375	2	0.9914967172563717	0.0038057626404924263
0.9891399140711838	10	0.52	0.12522919244645375	2	0.9939465170348357	0.002848793598154038
0.9921513132422483	10	0.53	0.12522919244645375	2	0.9957447160255568	0.0021017093241109176
0.9943983076732569	10	0.54	0.12522919244645375	2	0.9970463069507098	0.0015283972049354095
0.9960518322329188	10	0.55	0.12522919244645375	2	0.9979754602144891	0.0010957450072244294
0.9972519562870081	10	0.56	0.12522919244645375	2	0.9986296762629229	7.74548124696541e-4
0.9981111270357199	10	0.5700000000000001	0.12522919244645375	2	0.9990840564446175	5.398922266617972e-4
0.9987178645853855	10	0.5800000000000001	0.12522919244645375	2	0.9993953884356361	3.711399936761221e-4
0.9991405523870904	10	0.59	0.12522919244645375	2	0.999605850888642	2.5164644896898987e-4
0.9994310647588246	10	0.6	0.12522919244645375	2	0.999746232711923	1.683118372008254e-4
0.9996280635212147	10	0.61	0.12522919244645375	2	0.9998386322777009	1.1105952584799119e-4
0.9997598720303323	10	0.62	0.12522919244645375	2	0.999898651148551	7.230341604863118e-5
0.9998468943994316	10	0.63	0.12522919244645375	2	0.9999371279742171	4.644791892239663e-5
0.9999035902914617	10	0.64	0.12522919244645375	2	0.9999614745316321	2.9445490498073168e-5
0.9999400430639089	10	0.65	0.12522919244645375	2	0.9999766812298272	1.8422778449008963e-5
0.9999631739465975	10	0.66	0.12522919244645375	2	0.9999860573303437	1.1376589317165389e-5
0.9999776603403876	10	0.67	0.12522919244645375	2	0.9999917646120801	6.934650476317485e-6
0.9999866151822929	10	0.68	0.12522919244645375	2	0.9999951945382581	4.172782238522063e-6
0.9999920791437676	10	0.6900000000000001	0.12522919244645375	2	0.9999972297810689	2.4788306040831553e-6
0.9999953701704265	10	0.7000000000000001	0.12522919244645375	2	0.9999984222588625	1.4538431704386723e-6
0.9999973269889728	10	0.7100000000000001	0.12522919244645375	2	0.999999112200952	8.419102910779417e-7
0.9999984756342457	10	0.72	0.12522919244645375	2	0.9999995064112588	4.814132007831015e-7
0.9999991413024296	10	0.73	0.12522919244645375	2	0.9999997288550098	2.7183100723132376e-7
0.9999995221804587	10	0.74	0.12522919244645375	2	0.9999998528238019	1.5157662941621514e-7
0.9999997373543308	10	0.75	0.12522919244645375	2	0.999999921061868	8.347181844035014e-8
0.9999998573836615	10	0.76	0.12522919244645375	2	0.9999999581628066	4.53986301033714e-8
0.9999999234983136	10	0.77	0.12522919244645375	2	0.9999999780882488	2.438714377199185e-8
0.9999999594598543	10	0.78	0.12522919244645375	2	0.9999999886591917	1.2939343238897564e-8
0.9999999787762621	10	0.79	0.12522919244645375	2	0.9999999941994151	6.781337461450765e-9
0.9999999890228362	10	0.8	0.12522919244645375	2	0.9999999970679336	3.510619831669035e-9
0.9999999943908231	10	0.81	0.12522919244645375	2	0.9999999985352768	1.7953012812450627e-9
0.9999999971683274	10	0.8200000000000001	0.12522919244645375	2	0.9999999992768767	9.069411522558146e-10
0.9999999985876247	10	0.8300000000000001	0.12522919244645375	2	0.9999999996471788	4.5261275947489804e-10
0.9999999993039881	10	0.8400000000000001	0.12522919244645375	2	0.9999999998298725	2.231521322205332e-10
0.9999999996611761	10	0.85	0.12522919244645375	2	0.9999999999189466	1.0867647686106196e-10
0.9999999998370205	10	0.86	0.12522919244645375	2	0.9999999999618439	5.229577359426491e-11
0.9999999999225837	10	0.87	0.12522919244645375	2	0.999999999982255	2.4845337990922385e-11
0.9999999999636918	10	0.88	0.12522919244645375	2	0.9999999999918535	1.1655095884593838e-11
0.9999999999831957	10	0.89	0.12522919244645375	2	0.9999999999963088	5.397630922342893e-12
0.9999999999923104	10	0.9	0.12522919244645375	2	0.9999999999983501	2.469798963744439e-12
0.9999999999965377	10	0.91	0.12522919244645375	2	0.9999999999992742	1.1121931806677522e-12
0.9999999999984656	10	0.92	0.12522919244645375	2	0.9999999999996861	4.929326771735342e-13
0.9999999999993318	10	0.93	0.12522919244645375	2	0.9999999999998668	2.1465593951107794e-13
0.9999999999997147	10	0.9400000000000001	0.12522919244645375	2	0.9999999999999446	9.162125180181423e-14
0.9999999999998808	10	0.9500000000000001	0.12522919244645375	2	0.9999999999999775	3.8292019703553944e-14
0.9999999999999514	10	0.9600000000000001	0.12522919244645375	2	0.9999999999999911	1.560994453870998e-14
0.9999999999999807	10	0.97	0.12522919244645375	2	0.9999999999999966	6.1956236586824094e-15
0.9999999999999926	10	0.98	0.12522919244645375	2	0.9999999999999987	2.3782855704160652e-15
0.9999999999999972	10	0.99	0.12522919244645375	2	0.9999999999999996	8.874070965674865e-16
0.999999999999999	10	1	0.12522919244645375	2	0.9999999999999999	3.3100455376630307e-16
9.540682181286009e-6	10	0.01	0.12279109547234404	3	9.662617249450723e-6	1.8043853981827725e-7
1.7822244917309327e-5	10	0.02	0.12279109547234404	3	1.8269977366636158e-5	6.613714206834426e-7
3.260020905937466e-5	10	0.03	0.12279109547234404	3	3.380513752215819e-5	1.7771465555316668e-6
5.840579248261868e-5	10	0.04	0.12279109547234404	3	6.122308159683953e-5	4.149765165538645e-6
1.0251152988649537e-4	10	0.05	0.12279109547234404	3	1.085488104111021e-4	8.882737618791188e-6
1.7630946860347496e-4	10	0.060000000000000005	0.12279109547234404	3	1.884539781157546e-4	1.785136734904433e-5
2.97215038633003e-4	10	0.06999999999999999	0.12279109547234404	3	3.2044404066438047e-4	3.411705996126634e-5
4.912080882129022e-4	10	0.08	0.12279109547234404	3	5.337837921422728e-4	6.24896235750992e-5
7.961016736626192e-4	10	0.09	0.12279109547234404	3	8.712602195139363e-4	1.1024986541049155e-4
0.0012655812010878842	10	0.09999999999999999	0.12279109547234404	3	0.0013938182626925145	1.8802241803546113e-4
0.001973974982909188	10	0.11	0.12279109547234404	3	0.002185999676949102	3.107540269843745e-4
0.0030215988101645053	10	0.12	0.12279109547234404	3	0.0033619648714183327	4.98706104999296e-4
0.004540364196219837	10	0.13	0.12279109547234404	3	0.005071687415722281	7.783161737293192e-4
0.0066991626917758396	10	0.14	0.12279109547234404	3	0.0075066966681729295	0.0011827289101881678
0.00970835674259296	10	0.15000000000000002	0.12279109547234404	3	0.010904533527342265	0.0017517559357215517
0.013822549691141717	10	0.16	0.12279109547234404	3	0.0155509166006499	0.002531009044944233
0.019340709277078316	10	0.17	0.12279109547234404	3	0.02177853698269715	0.003569979183077182
0.0266027181566163	10	0.18000000000000002	0.12279109547234404	3	0.029961454893048668	0.004918914437039121
0.03598155444501072	10	0.19	0.12279109547234404	3	0.04050429602598989	0.006624488087032896
0.04787058528532928	10	0.2	0.12279109547234404	3	0.05382585419330629	0.008724434295848885
0.06266588629987002	10	0.21000000000000002	0.12279109547234404	3	0.07033728446813817	0.011241543001652546
0.08074405284381792	10	0.22	0.12279109547234404	3	0.09041576758755565	0.014177613414705106
0.1024365906575434	10	0.23	0.12279109547234404	3	0.11437525874675554	0.017508125929224776
0.12800258553127408	10	0.24000000000000002	0.12279109547234404	3	0.1424365950182528	0.02117846370976641
0.15760186140582433	10	0.25	0.12279109547234404	3	0.17469971034244464	0.02510246538854498
0.19127115134135775	10	0.26	0.12279109547234404	3	0.21112089288766947	0.02916390497433014
0.22890585030931165	10	0.27	0.12279109547234404	3	0.2514978478119097	0.03322118451404488
0.2702496496084832	10	0.28	0.12279109547234404	3	0.29546478112023367	0.03711512552132455
0.31489377114347106	10	0.29000000000000004	0.12279109547234404	3	0.3424988391044209	0.04067931476475475
0.3622866759430461	10	0.3	0.12279109547234404	3	0.39193812182487986	0.04375206882613563
0.41175410970096415	10	0.31	0.12279109547234404	3	0.4430102812113786	0.04618879885387628
0.46252829524664485	10	0.32	0.12279109547234404	3	0.4948695786196385	0.04787343582326483
0.5137841261526866	10	0.33	0.12279109547234404	3	0.5466393706892033	0.04872764435132292
0.5646794857206998	10	0.34	0.12279109547234404	3	0.5974564403935213	0.04871680376492127
0.6143964084287968	10	0.35000000000000003	0.12279109547234404	3	0.6465134625598182	0.04785213050214122
0.6621797669718065	10	0.36000000000000004	0.12279109547234404	3	0.6930961956524008	0.046188793052981535
0.7073705032140665	10	0.37	0.12279109547234404	3	0.7366126668838974	0.04382035398412741
0.7494310698763867	10	0.38	0.12279109547234404	3	0.776612557739691	0.04087028963520204
0.7879616145676502	10	0.39	0.12279109547234404	3	0.8127960636566538	0.037481628628175605
0.8227063983819818	10	0.4	0.12279109547234404	3	0.8450125507313528	0.03380588194095552
0.8535508733928967	10	0.41000000000000003	0.12279109547234404	3	0.873250236627137	0.029992405195151655
0.8805106381837463	10	0.42000000000000004	0.12279109547234404	3	0.8976187892854204	0.02617915976738997
0.9037140688895666	10	0.43	0.12279109547234404	3	0.9183271166566593	0.02248556499724298
0.923380744122515	10	0.44	0.12279109547234404	3	0.9356587096515536	0.019007810860031275
0.9397978434311685	10	0.45	0.12279109547234404	3	0.9499467339452763	0.015816680701192923
0.9532965324234457	10	0.46	0.12279109547234404	3	0.9615507066324835	0.012957660033808983
0.9642300089896942	10	0.47000000000000003	0.12279109547234404	3	0.970836117091176	0.010452908738444441
0.9729544422687944	10	0.48000000000000004	0.12279109547234404	3	0.9781578341507773	0.0083045626662773
0.9798135575244464	10	0.49	0.12279109547234404	3	0.9838476496961666	0.006498803873108218
0.9851271656480143	10	0.5	0.12279109547234404	3	0.9882058908303422	0.005010182113983843
0.9891835498823314	10	0.51	0.12279109547234404	3	0.9914967172563717	0.0038057626404924263
0.9922353310371019	10	0.52	0.12279109547234404	3	0.9939465170348357	0.002848793598154038
0.9944982450044015	10	0.53	0.12279109547234404	3	0.9957447160255568	0.0021017093241109176
0.996152177272071	10	0.54	0.12279109547234404	3	0.9970463069507098	0.0015283972049354095
0.9973437928051994	10	0.55	0.12279109547234404	3	0.9979754602144891	0.0010957450072244294
0.9981901548537786	10	0.56	0.12279109547234404	3	0.9986296762629229	7.74548124696541e-4
0.9987828204898228	10	0.5700000000000001	0.12279109547234404	3	0.9990840564446175	5.398922266617972e-4
0.9991920132522285	10	0.5800000000000001	0.12279109547234404	3	0.9993953884356361	3.711399936761221e-4
0.9994705875385341	10	0.59	0.12279109547234404	3	0.999605850888642	2.5164644896898987e-4
0.9996576033988938	10	0.6	0.12279109547234404	3	0.999746232711923	1.683118372008254e-4
0.9997814171356021	10	0.61	0.12279109547234404	3	0.9998386322777009	1.1105952584799119e-4
0.9998622597008051	10	0.62	0.12279109547234404	3	0.999898651148551	7.230341604863118e-5
0.9999143215193991	10	0.63	0.12279109547234404	3	0.9999371279742171	4.644791892239663e-5
0.999947391426961	10	0.64	0.12279109547234404	3	0.9999614745316321	2.9445490498073168e-5
0.9999681122373552	10	0.65	0.12279109547234404	3	0.9999766812298272	1.8422778449008963e-5
0.9999809197739234	10	0.66	0.12279109547234404	3	0.9999860573303437	1.1376589317165389e-5
0.9999887294661598	10	0.67	0.12279109547234404	3	0.9999917646120801	6.934650476317485e-6
0.9999934277086144	10	0.68	0.12279109547234404	3	0.9999951945382581	4.172782238522063e-6
0.99999621635309	10	0.6900000000000001	0.12279109547234404	3	0.9999972297810689	2.4788306040831553e-6
0.9999978495162198	10	0.7000000000000001	0.12279109547234404	3	0.9999984222588625	1.4538431704386723e-6
0.9999987932868237	10	0.7100000000000001	0.12279109547234404	3	0.999999112200952	8.419102910779417e-7
0.9999993314641114	10	0.72	0.12279109547234404	3	0.9999995064112588	4.814132007831015e-7
0.9999996343135498	10	0.73	0.12279109547234404	3	0.9999997288550098	2.7183100723132376e-7
0.9999998024999769	10	0.74	0.12279109547234404	3	0.9999998528238019	1.5157662941621514e-7
0.9999998946801523	10	0.75	0.12279109547234404	3	0.999999921061868	8.347181844035014e-8
0.9999999445439844	10	0.76	0.12279109547234404	3	0.9999999581628066	4.53986301033714e-8
0.9999999711667953	10	0.77	0.12279109547234404	3	0.9999999780882488	2.438714377199185e-8
0.9999999851968818	10	0.78	0.12279109547234404	3	0.9999999886591917	1.2939343238897564e-8
0.9999999924953024	10	0.79	0.12279109547234404	3	0.9999999941994151	6.781337461450765e-9
0.9999999962429162	10	0.8	0.12279109547234404	3	0.9999999970679336	3.510619831669035e-9
0.9999999981425789	10	0.81	0.12279109547234404	3	0.9999999985352768	1.7953012812450627e-9
0.9999999990932618	10	0.8200000000000001	0.12279109547234404	3	0.9999999992768767	9.069411522558146e-10
0.9999999995628566	10	0.8300000000000001	0.12279109547234404	3	0.9999999996471788	4.5261275947489804e-10
0.9999999997919359	10	0.8400000000000001	0.12279109547234404	3	0.9999999998298725	2.231521322205332e-10
0.9999999999021918	10	0.85	0.12279109547234404	3	0.9999999999189466	1.0867647686106196e-10
0.9999999999546328	10	0.86	0.12279109547234404	3	0.9999999999618439	5.229577359426491e-11
0.9999999999792412	10	0.87	0.12279109547234404	3	0.999999999982255	2.4845337990922385e-11
0.9999999999906146	10	0.88	0.12279109547234404	3	0.9999999999918535	1.1655095884593838e-11
0.999999999995825	10	0.89	0.12279109547234404	3	0.9999999999963088	5.397630922342893e-12
0.9999999999981726	10	0.9	0.12279109547234404	3	0.9999999999983501	2.469798963744439e-12
0.9999999999992142	10	0.91	0.12279109547234404	3	0.9999999999992742	1.1121931806677522e-12
0.9999999999996687	10	0.92	0.12279109547234404	3	0.9999999999996861	4.929326771735342e-13
0.9999999999998634	10	0.93	0.12279109547234404	3	0.9999999999998668	2.1465593951107794e-13
0.9999999999999452	10	0.9400000000000001	0.12279109547234404	3	0.9999999999999446	9.162125180181423e-14
0.9999999999999785	10	0.9500000000000001	0.12279109547234404	3	0.9999999999999775	3.8292019703553944e-14
0.9999999999999918	10	0.9600000000000001	0.12279109547234404	3	0.9999999999999911	1.560994453870998e-14
0.999999999999997	10	0.97	0.12279109547234404	3	0.9999999999999966	6.1956236586824094e-15
